meta_pmid,study_pmid,title,year,author
35664889,25797589,Do I know you? Examining face and object memory in frontotemporal dementia.,2015,Kumfor
35664889,29704671,Apathy in Alzheimer's disease and frontotemporal dementia: Distinct clinical profiles and neural correlates.,2018,Kumfor
35664889,28662418,"Assessing the ""social brain"" in dementia: Applying TASIT-S.",2017,Kumfor
35664889,26401935,Why Should I Care? Dimensions of Socio-Emotional Cognition in Younger-Onset Dementia.,2015,Hutchings
35664889,23805313,Discrete Neural Correlates for the Recognition of Negative Emotions: Insights from Frontotemporal Dementia.,2013,Kumfor
35664889,26810632,Assessment of Eating Behavior Disturbance and Associated Neural Networks in Frontotemporal Dementia.,2016,Ahmed
35664889,26501846,Progression in Behavioral Variant Frontotemporal Dementia: A Longitudinal Study.,2015,Devenney
35664889,31461580,Neural networks associated with body composition in frontotemporal dementia.,2019,Ahmed
35664889,31497638,Robust automated computational approach for classifying frontotemporal neurodegeneration: Multimodal/multicenter neuroimaging.,2019,Donnelly-Kehoe
35664889,30488224,Facial expressiveness and physiological arousal in frontotemporal dementia: Phenotypic clinical profiles and neural correlates.,2019,Kumfor
35664889,31873787,Disease-specific profiles of apathy in Alzheimer's disease and behavioural-variant frontotemporal dementia differ across the disease course.,2020,Wei
35664889,31887311,Scene construction impairments in frontotemporal dementia: Evidence for a primary hippocampal contribution.,2020,Wilson
35664889,23582296,Episodic future thinking is impaired in the behavioural variant of frontotemporal dementia.,2013,Irish
35664889,23670951,Common and unique gray matter correlates of episodic memory dysfunction in frontotemporal dementia and Alzheimer's disease.,2014,Irish
35664889,25396740,Grey and white matter correlates of recent and remote autobiographical memory retrieval--insights from the dementias.,2014,Irish
35664889,27252632,Neural Substrates of Semantic Prospection - Evidence from the Dementias.,2016,Irish
35664889,26682697,Prospective Memory Impairments in Alzheimer's Disease and Behavioral Variant Frontotemporal Dementia: Clinical and Neural Correlates.,2016,Dermody
35664889,27258418,Uncovering the Neural Bases of Cognitive and Affective Empathy Deficits in Alzheimer's Disease and the Behavioral-Variant of Frontotemporal Dementia.,2016,Dermody
35664889,21785117,Convergent grey and white matter evidence of orbitofrontal cortex changes related to disinhibition in behavioural variant frontotemporal dementia.,2011,Hornberger
35664889,30014499,Cerebellar atrophy and its contribution to cognition in frontotemporal dementias.,2018,Chen
35664889,24523434,Right anterior temporal lobe dysfunction underlies theory of mind impairments in semantic dementia.,2014,Irish
35664889,30718430,Hippocampal atrophy and intrinsic brain network dysfunction relate to alterations in mind wandering in neurodegeneration.,2019,O'Callaghan
35664889,25913063,Lost in spatial translation - A novel tool to objectively assess spatial disorientation in Alzheimer's disease and frontotemporal dementia.,2015,Tu
35664889,28219620,Brain structural correlates of executive and social cognition profiles in behavioral variant frontotemporal dementia and elderly bipolar disorder.,2019,Baez
35664889,26707083,Orbitofrontal and limbic signatures of empathic concern and intentional harm in the behavioral variant frontotemporal dementia.,2016,Baez
35664889,26859768,Integration of Intention and Outcome for Moral Judgment in Frontotemporal Dementia: Brain Structural Signatures.,2016,Baez
35664889,26944874,Cognitive and anatomic double dissociation in the representation of concrete and abstract words in semantic variant and behavioral variant frontotemporal degeneration.,2016,Cousins
35664889,23565102,Converging evidence for the processing costs associated with ambiguous quantifier comprehension.,2013,McMillan
35664889,14761903,"What's in a name: voxel-based morphometric analyses of MRI and naming difficulty in Alzheimer's disease, frontotemporal dementia and corticobasal degeneration.",2004,Grossman
35664889,21930136,Some is not enough: quantifier comprehension in corticobasal syndrome and behavioral variant frontotemporal dementia.,2011,Morgan
35664889,19687454,Neurocognitive contributions to verbal fluency deficits in frontotemporal lobar degeneration.,2009,Libon
35664889,28724588,Automatic measurement of prosody in behavioral variant FTD.,2017,Nevler
35664889,22952324,Self-appraisal in behavioural variant frontotemporal degeneration.,2013,Massimo
35664889,27301638,Dissociation of quantifiers and object nouns in speech in focal neurodegenerative disease.,2016,Ash
35664889,25619850,Getting on the same page: the neural basis for social coordination deficits in behavioral variant frontotemporal degeneration.,2015,Healey
35664889,18661129,Comparison of grey matter and metabolic reductions in frontotemporal dementia using FDG-PET and voxel-based morphometric MR studies.,2008,Kanda
35664889,15668960,Glucose metabolism and serotonin receptors in the frontotemporal lobe degeneration.,2005,Franceschi
35664889,14527604,Predominant ventromedial frontopolar metabolic impairment in frontotemporal dementia.,2003,Salmon
35664889,28119587,The Effect of Gray Matter ICA and Coefficient of Variation Mapping of BOLD Data on the Detection of Functional Connectivity Changes in Alzheimer's Disease and bvFTD.,2016,Tuovinen
35664889,23986673,GroupICA dual regression analysis of resting state networks in a behavioral variant of frontotemporal dementia.,2013,Rytty
35664889,27679483,Your perspective and my benefit: multiple lesion models of self-other integration strategies during social bargaining.,2016,Melloni
35664889,28304289,Episodic Memory Dysfunction in Behavioral Variant Frontotemporal Dementia: A Clinical And FDG-PET Study.,2017,Fernández-Matarrubia
35664889,29748771,"Inhibition impairment in frontotemporal dementia, amyotrophic lateral sclerosis, and Alzheimer's disease: clinical assessment and metabolic correlates.",2019,Matías-Guiu
35664889,27662284,A Longitudinal Study on Resting State Functional Connectivity in Behavioral Variant Frontotemporal Dementia and Alzheimer's Disease.,2017,Hafkemeijer
35664889,23092697,Abnormal network connectivity in frontotemporal dementia: evidence for prefrontal isolation.,2013,Farb
35664889,29614645,Structural Anatomical Investigation of Long-Term Memory Deficit in Behavioral Frontotemporal Dementia.,2018,Bertoux
35664889,27567867,First Symptoms and Neurocognitive Correlates of Behavioral Variant Frontotemporal Dementia.,2016,Santamaría-García
35664889,15585344,Frontotemporal dementia as a neural system disease.,2005,Boccardi
35664889,30545239,Structural and metabolic cerebral alterations between elderly bipolar disorder and behavioural variant frontotemporal dementia: A combined MRI-PET study.,2019,Delvecchio
35664889,15695781,18F-FDG PET findings in frontotemporal dementia: an SPM analysis of 29 patients.,2005,Jeong
35664889,15212830,Cerebral metabolic patterns at early stages of frontotemporal dementia and semantic dementia. A PET study.,2004,Diehl
35664889,17898350,Association of the tau haplotype H2 with age at onset and functional alterations of glucose utilization in frontotemporal dementia.,2007,Laws
35664889,17219132,Brain reserve capacity in frontotemporal dementia: a voxel-based 18F-FDG PET study.,2007,Perneczky
35664889,15084791,Region-specific decline of cerebral glucose metabolism in patients with frontotemporal dementia: a prospective 18F-FDG-PET study.,2004,Grimmer
35664889,16534207,Orbitofrontal dysfunction related to both apathy and disinhibition in frontotemporal dementia.,2006,Peters
35664889,20493673,Executive and behavioral deficits share common neural substrates in frontotemporal lobar degeneration - a pilot FDG-PET study.,2010,Raczka
35664889,31273672,Neuroanatomical correlates of apathy and disinhibition in behavioural variant frontotemporal dementia.,2020,Sheelakumari
35664889,26594631,Affective mentalizing and brain activity at rest in the behavioral variant of frontotemporal dementia.,2015,Caminiti
35664889,25899416,Cerebral perfusion and glucose metabolism in Alzheimer's disease and frontotemporal dementia: two sides of the same coin?,2015,Verfaillie
35664889,28348957,Predicting behavioral variant frontotemporal dementia with pattern classification in multi-center structural MRI data.,2017,Meyer
35664889,26185182,Stroke and Neurodegeneration Induce Different Connectivity Aberrations in the Insula.,2015,García-Cordero
35664889,19126572,Understanding social dysfunction in the behavioural variant of frontotemporal dementia: the role of emotion and sarcasm processing.,2009,Kipps
35664889,26928581,Mapping brain morphological and functional conversion patterns in predementia late-onset bvFTD.,2016,Morbelli
35664889,25773639,Functional MRI of music emotion processing in frontotemporal dementia.,2015,Agustus
31872334,17265148,"Human reward system activation is modulated by a single dose of olanzapine in healthy subjects in an event-related, double-blind, placebo-controlled fMRI study.",2007,Abler
31872334,16487726,Prediction error as a linear function of reward probability is coded in human nucleus accumbens.,2006,Abler
31872334,16675403,Reward-motivated learning: mesolimbic activation precedes memory formation.,2006,Adcock
31872334,12948722,Context-dependent cortical activation in response to financial reward and penalty: an event-related fMRI study.,2003,Akitsuki
31872334,19961940,Competition between learned reward and error outcome predictions in anterior cingulate cortex.,2010,Alexander
31872334,19071223,Dissociable neural representations of future reward magnitude and delay during temporal discounting.,2009,Ballard
31872334,22336565,Diminished frontostriatal activity during processing of monetary rewards and losses in pathological gambling.,2012,Balodis
31872334,19560123,Ventral striatal activation during reward anticipation correlates with impulsivity in alcoholics.,2009,Beck
31872334,17676057,Learning the value of information in an uncertain world.,2007,Behrens
31872334,19587291,Congruence of BOLD response across intertemporal choice conditions: fictive and real money gains and losses.,2009,Bickel
31872334,17140674,Anticipating instrumentally obtained and passively-received rewards: a factorial fMRI investigation.,2007,Bjork
31872334,14985419,Incentive-elicited brain activation in adolescents: similarities and differences from young adults.,2004,Bjork
31872334,18851716,Incentive-elicited striatal activation in adolescent children of alcoholics.,2008,Bjork
31872334,17079666,"Choosing the lesser of two evils, the better of two goods: specifying the roles of ventromedial prefrontal cortex and dorsal anterior cingulate in object choice.",2006,Blair
31872334,15907305,Neural substrates of faulty decision-making in abstinent marijuana users.,2005,Bolla
31872334,15142963,Sex-related differences in a gambling task and its neurological correlates.,2004,Bolla
31872334,19524531,How green is the grass on the other side? Frontopolar cortex and the evidence in favor of alternative courses of action.,2009,Boorman
31872334,18509047,The neural mechanisms underlying the influence of pavlovian cues on human decision making.,2008,Bray
31872334,11395019,Functional imaging of neural responses to expectancy and experience of monetary gains and losses.,2001,Breiter
31872334,10706432,Visual feedback about time estimation is related to a right hemisphere activation measured by PET.,2000,Brunia
31872334,17188518,Neural correlates of response reversal: considering acquisition.,2007,Budhani
31872334,22338036,Frequent ice cream consumption is associated with reduced striatal response to receipt of an ice cream-based milkshake.,2012,Burger
31872334,20589242,Striatal BOLD Response Reflects the Impact of Herd Information on Financial Decisions.,2010,Burke
31872334,19242558,Functional connectivity of reward processing in the brain.,2008,Camara
31872334,18042401,Neurobiological regret and rejoice functions for aversive outcomes.,2008,Chandrasekhar
31872334,19793990,Evidence for a common representation of decision values for dissimilar goods in human ventromedial prefrontal cortex.,2009,Chib
31872334,19812332,"Neural correlates of value, risk, and risk aversion contributing to decision making under risk.",2009,Christopoulos
31872334,19217383,Gambling near-misses enhance motivation to gamble and recruit win-related brain circuitry.,2009,Clark
31872334,17997112,Amygdala tractography predicts functional connectivity and learning during feedback-guided decision-making.,2008,Cohen
31872334,19843618,Available alternative incentives modulate anticipatory nucleus accumbens activation.,2009,Cooper
31872334,17904386,Valence and salience contribute to nucleus accumbens activation.,2008,Cooper
31872334,16116457,Regret and its avoidance: a neuroimaging study of choice behavior.,2005,Coricelli
31872334,15758183,Learning to like: a role for human orbitofrontal cortex in conditioned reward.,2005,Cox
31872334,11239442,Neural activity in the human brain relating to uncertainty and arousal during anticipation.,2001,Critchley
31872334,18309087,BOLD responses reflecting dopaminergic signals in the human ventral tegmental area.,2008,D'Ardenne
31872334,16778890,Cortical substrates for exploratory decisions in humans.,2006,Daw
31872334,11110834,Tracking the hemodynamic responses to reward and punishment in the striatum.,2000,Delgado
31872334,17850241,Dissociation of neural regions associated with anticipatory versus consummatory phases of incentive processing.,2008,Dillon
31872334,16033924,Neural coding of distinct statistical properties of reward information in humans.,2006,Dreher
31872334,21612768,Unique brain areas associated with abstinence control are damaged in multiply detoxified alcoholics.,2011,Duka
31872334,18445214,Medial orbitofrontal cortex codes relative rather than absolute value of financial rewards in humans.,2008,Elliott
31872334,10934265,Dissociable neural responses in human reward systems.,2000,Elliott
31872334,9347486,Differential neural response to positive and negative feedback in planning and guessing tasks.,1997,Elliott
31872334,12514228,Differential response patterns in the striatum and orbitofrontal cortex to financial reward in humans: a parametric functional magnetic resonance imaging study.,2003,Elliott
31872334,15006665,Instrumental responding for rewards is associated with enhanced neuronal response in subcortical reward systems.,2004,Elliott
31872334,10215087,Ventromedial prefrontal cortex mediates guessing.,1999,Elliott
31872334,9626713,Abnormal neural response to feedback on planning and guessing tasks in patients with unipolar depression.,1998,Elliott
31872334,19640506,Functional neuroimaging of reward circuitry responsivity to monetary gains and losses in posttraumatic stress disorder.,2009,Elman
31872334,19308261,"Expert financial advice neurobiologically ""Offloads"" financial decision-making under risk.",2009,Engelmann
31872334,19576868,Individual differences in risk preference predict neural responses during financial decision-making.,2009,Engelmann
31872334,15850746,Amygdala and nucleus accumbens in responses to receipt and omission of gains in adults and adolescents.,2005,Ernst
31872334,15327927,Choice selection and reward anticipation: an fMRI study.,2004,Ernst
31872334,19047075,Saving for the future self: neural measures of future self-continuity predict temporal discounting.,2009,Ersner-Hershfield
31872334,18985124,Anterior insula reactivity during certain decisions is associated with neuroticism.,2006,Feinstein
31872334,18793731,Dissociable roles of medial orbitofrontal cortex in human operant extinction learning.,2008,Finger
31872334,20357071,Effects of category-specific costs on neural systems for perceptual decision-making.,2010,Fleming
31872334,17656073,Examining ventral and dorsal prefrontal function in bipolar disorder: a functional magnetic resonance imaging study.,2008,Frangou
31872334,19783412,Test-retest reliability of event-related functional MRI in a probabilistic reversal learning task.,2009,Freyer
31872334,15588617,Functional activity related to risk anticipation during performance of the Iowa Gambling Task.,2005,Fukui
31872334,16682235,The neural basis of social tactics: An fMRI study.,2006,Fukui
31872334,17286837,Risk-taking and the adolescent brain: who is at risk?,2007,Galvan
31872334,18550593,Determining a role for ventromedial prefrontal cortex in encoding action-based value signals during reward-related decision making.,2009,Gläscher
31872334,17202543,Is decreased prefrontal cortical sensitivity to monetary reward associated with impaired motivation and self-control in cocaine addiction?,2007,Goldstein
31872334,20600994,Conditioned associations and economic decision biases.,2010,Guitart-Masip
31872334,17698008,Contributions of the amygdala to reward expectancy and choice signals in human prefrontal cortex.,2007,Hampton
31872334,16899731,The role of the ventromedial prefrontal cortex in abstract state-based inference during decision making in humans.,2006,Hampton
31872334,18427116,Neural correlates of mentalizing-related computations during strategic interactions in humans.,2008,Hampton
31872334,20357127,Functional significance of striatal responses during episodic decisions: recovery or goal attainment?,2010,Han
31872334,20071521,Value computations in ventral medial prefrontal cortex during charitable decision making incorporate input from regions involved in social cognition.,2010,Hare
31872334,19407204,Self-control in decision-making involves modulation of the vmPFC valuation system.,2009,Hare
31872334,18509023,Dissociating the role of the orbitofrontal cortex and the striatum in the computation of goal values and prediction errors.,2008,Hare
31872334,20105435,Brain regions involved in the learning and application of reward rules in a two-deck gambling task.,2010,Hartstra
31872334,14973239,A neural correlate of reward-based behavioral learning in caudate nucleus: a functional magnetic resonance imaging study of a stochastic decision task.,2004,Haruno
31872334,16339445,Neural systems responding to degrees of uncertainty in human decision-making.,2005,Hsu
31872334,19228976,Neural response to reward anticipation under risk is nonlinear in probabilities.,2009,Hsu
31872334,17007234,"Behavioral, but not reward, risk modulates activation of prefrontal, parietal, and insular cortices.",2006,Huettel
31872334,16504951,Neural signatures of economic preferences for risk and ambiguity.,2006,Huettel
31872334,18439412,Processing of social and monetary rewards in the human striatum.,2008,Izuma
31872334,19515916,Adaptive coding of action values in the human rostral cingulate zone.,2009,Jocham
31872334,16139525,Dysfunction of ventral striatal reward prediction in schizophrenia.,2006,Juckel
31872334,20510371,Decoding different roles for vmPFC and dlPFC in multi-attribute decision making.,2011,Kahnt
31872334,20231475,The neural code of reward anticipation in human orbitofrontal cortex.,2010,Kahnt
31872334,16802856,Is avoiding an aversive outcome rewarding? Neural substrates of avoidance learning in the human brain.,2006,Kim
31872334,14568478,Anticipation of reward in a nonaversive differential conditioning paradigm and the brain reward system: an event-related fMRI study.,2003,Kirsch
31872334,11459880,Anticipation of increasing monetary reward selectively recruits nucleus accumbens.,2001,Knutson
31872334,17916330,Neural responses to monetary incentives in major depression.,2008,Knutson
31872334,15260961,Amphetamine modulates human incentive processing.,2004,Knutson
31872334,11726774,Dissociation of reward anticipation and outcome with event-related fMRI.,2001,Knutson
31872334,12595181,A region of mesial prefrontal cortex tracks monetarily rewarding outcomes: characterization with rapid event-related fMRI.,2003,Knutson
31872334,17196537,Neural predictors of purchases.,2007,Knutson
31872334,15888656,Distributed neural representation of expected value.,2005,Knutson
31872334,10875899,FMRI visualization of brain activity during a monetary incentive delay task.,2000,Knutson
31872334,18388729,Nucleus accumbens activation mediates the influence of reward cues on financial risk taking.,2008,Knutson
31872334,18549791,Neural antecedents of the endowment effect.,2008,Knutson
31872334,19032746,Individual preferences modulate incentive values: Evidence from functional MRI.,2008,Koeneke
31872334,17765572,Tit-for-tat: the neural basis of reactive aggression.,2007,Krämer
31872334,16129404,The neural basis of financial risk taking.,2005,Kuhnen
31872334,18320179,Neural correlates of decision making with explicit information about probabilities and incentives in elderly healthy subjects.,2008,Labudda
31872334,18787233,Distinct roles of prefrontal cortical subregions in the Iowa Gambling Task.,2009,Lawrence
31872334,19015090,Age-related differences in neural activities during risk taking as revealed by functional MRI.,2008,Lee
31872334,19770058,Motivational orientation modulates the neural response to reward.,2010,Linke
31872334,16426719,Event-related fMRI of category learning: differences in classification and feedback networks.,2006,Little
31872334,17460071,Functional dissociation in frontal and striatal areas for processing of positive and negative reward information.,2007,Liu
31872334,17712267,Learning by doing: an fMRI study of feedback-related brain activations.,2007,Marco-Pallarés
31872334,17292631,Response options and expectations of reward in decision-making: the differential roles of dorsal and rostral anterior cingulate cortex.,2007,Marsh
31872334,11703464,Changes in reward-induced brain activation in opiate addicts.,2001,Martin-Soelch
31872334,12911764,Neural activity related to the processing of increasing monetary reward in smokers and nonsmokers.,2003,Martin-Soelch
31872334,11545466,Changes in brain activation associated with reward processing in smokers and nonsmokers. A positron emission tomography study.,2001,Martin-Sölch
31872334,15486494,Selective activation of the nucleus accumbens during risk-taking decision making.,2004,Matthews
31872334,12718866,Temporal prediction errors in a passive learning task activate human striatum.,2003,McClure
31872334,15486304,Separate neural systems value immediate and delayed monetary rewards.,2004,McClure
31872334,20138482,Neurobiological correlates of problem gambling in a quasi-realistic blackjack scenario as revealed by fMRI.,2010,Miedl
31872334,19726640,"Adapting to dynamic stimulus-response values: differential contributions of inferior frontal, dorsomedial, and dorsolateral regions of prefrontal cortex to decision making.",2009,Mitchell
31872334,17950474,The contribution of ventrolateral and dorsolateral prefrontal cortex to response reversal.,2008,Mitchell
31872334,17717184,When fear is near: threat imminence elicits prefrontal-periaqueductal gray shifts in humans.,2007,Mobbs
31872334,15945130,Activity in human reward-sensitive brain areas is strongly context dependent.,2005,Nieuwenhuis
31872334,15978024,Knowing good from bad: differential activation of human cortical areas by positive and negative outcomes.,2005,Nieuwenhuis
31872334,15087550,Dissociable roles of ventral and dorsal striatum in instrumental conditioning.,2004,O'Doherty
31872334,11135651,Abstract reward and punishment representations in the human orbitofrontal cortex.,2001,O'Doherty
31872334,19864559,Brain hemispheres selectively track the expected value of contralateral options.,2009,Palminteri
31872334,11133312,"Prefrontal, parietal, and temporal cortex networks underlie decision-making in the presence of uncertainty.",2001,Paulus
31872334,12948701,Increased activation in the right insula during risk-taking decision making is related to harm avoidance and neuroticism.,2003,Paulus
31872334,16929307,Dopamine-dependent prediction errors underpin reward-seeking behaviour in humans.,2006,Pessiglione
31872334,20016088,Overlapping and distinct neural systems code for subjective value during intertemporal and risky decision making.,2009,Peters
31872334,20399735,Episodic future thinking reduces reward delay discounting through an enhancement of prefrontal-mediotemporal interactions.,2010,Peters
31872334,17855612,Orbitofrontal cortex encodes willingness to pay in everyday economic transactions.,2007,Plassmann
31872334,11960021,The neural system that bridges reward and cognition in humans: an fMRI study.,2002,Pochon
31872334,16880132,Neural differentiation of expected reward and risk in human subcortical structures.,2006,Preuschoff
31872334,18337404,Human insula activation reflects risk prediction errors as well as risk.,2008,Preuschoff
31872334,15528079,Prediction error for free monetary reward in the human prefrontal cortex.,2004,Ramnani
31872334,12571121,Instructed delay activity in the human prefrontal cortex is modulated by monetary reward expectation.,2003,Ramnani
31872334,18582578,Neural correlates of voluntary and involuntary risk taking in the human brain: an fMRI Study of the Balloon Analog Risk Task (BART).,2008,Rao
31872334,15907318,Neural correlates of a reversal learning task with an affectively neutral baseline: an event-related fMRI study.,2005,Remijnse
31872334,17088503,Reduced orbitofrontal-striatal activity on a reversal learning task in obsessive-compulsive disorder.,2006,Remijnse
31872334,15538191,Opposing BOLD responses to reciprocated and unreciprocated altruism in putative reward pathways.,2004,Rilling
31872334,10516320,"Choosing between small, likely rewards and large, unlikely rewards activates inferior and orbital prefrontal cortex.",1999,Rogers
31872334,17698371,Imaging the changing role of feedback during learning in decision-making.,2007,Sailer
31872334,17468751,Anticipation of monetary gain but not loss in healthy older adults.,2007,Samanez-Larkin
31872334,18399882,Individual differences in insular sensitivity during loss anticipation predict avoidance learning.,2008,Samanez-Larkin
31872334,12805551,The neural basis of economic decision-making in the Ultimatum Game.,2003,Sanfey
31872334,17655834,Thinking on luxury or pragmatic brand products: Brain responses to different categories of culturally based brands.,2007,Schaefer
31872334,16950228,Ventral striatal hyporesponsiveness during reward anticipation in attention-deficit/hyperactivity disorder.,2007,Scheres
31872334,18097655,Reward system activation in schizophrenic patients switched from typical neuroleptics to olanzapine.,2008,Schlagenhauf
31872334,18032658,Reinforcement learning signals in the human striatum distinguish learners from nonlearners during reward-based decision making.,2007,Schönberg
31872334,17475790,Differential encoding of losses and gains in the human striatum.,2007,Seymour
31872334,18947356,"Individual differences in delay discounting: relation to intelligence, working memory, and anterior prefrontal cortex.",2008,Shamosh
31872334,19718655,Executive function and error detection: The effect of motivation on cingulate and ventral striatum activity.,2010,Simões-Franklin
31872334,18804540,"Neural substrates of reward magnitude, probability, and risk during a wheel of fortune decision-making task.",2009,Smith
31872334,20164333,Distinct value signals in anterior and posterior ventromedial prefrontal cortex.,2010,Smith
31872334,19174537,Anticipation of monetary and social reward differently activates mesolimbic brain structures in men and women.,2009,Spreckelmeyer
31872334,19521264,Functional neuroimaging of mentalizing during the trust game in social anxiety disorder.,2009,Sripada
31872334,17996464,Reward anticipation and outcomes in adult males with attention-deficit/hyperactivity disorder.,2008,Ströhle
31872334,18579749,Calculating consequences: brain systems that encode the causal effects of actions.,2008,Tanaka
31872334,9175118,Activation of the human brain by monetary reward.,1997,Thut
31872334,18987206,Neuronal distortions of reward probability without choice.,2008,Tobler
31872334,17122317,Reward value coding distinct from risk attitude-related uncertainty coding in human reward systems.,2007,Tobler
31872334,19490086,A specific role for posterior dorsolateral striatum in human habit learning.,2009,Tricomi
31872334,12764119,"Error monitoring using external feedback: specific roles of the habenular complex, the reward system, and the cingulate motor area revealed by functional magnetic resonance imaging.",2003,Ullsperger
31872334,19793875,Overlapping prediction errors in dorsal striatum during instrumental learning with juice and money reward in the human brain.,2009,Valentin
31872334,16574168,Neural correlates of developmental differences in risk estimation and feedback processing.,2006,van Leijenhorst
31872334,21389226,Sleep deprivation biases the neural mechanisms underlying economic preferences.,2011,Venkatraman
31872334,19477159,Separate neural mechanisms underlie choices and strategic preferences in risky decision making.,2009,Venkatraman
31872334,19349237,Hyperstimulation of striatal D2 receptors with sleep deprivation: Implications for cognitive impairment.,2009,Volkow
31872334,12814578,Predicting events of varying probability: uncertainty investigated by fMRI.,2003,Volz
31872334,15006651,Why am I unsure? Internal and external attributions of uncertainty dissociated by fMRI.,2004,Volz
31872334,19307555,The medial prefrontal cortex exhibits money illusion.,2009,Weber
31872334,18710652,The neural substrates of probabilistic and intertemporal decision making.,2008,Weber
31872334,17216152,Time and decision making: differential contribution of the posterior insular cortex and the striatum during a delay discounting task.,2007,Wittmann
31872334,17521924,Different neural systems adjust motor behavior in response to reward and punishment.,2007,Wrase
31872334,17291784,Dysfunction of reward processing correlates with alcohol craving in detoxified alcoholics.,2007,Wrase
31872334,19805082,Neural computations underlying action-based decision making in the human brain.,2009,Wunderlich
31872334,19185567,Neural mechanism of intertemporal choice: from discounting future gains to future losses.,2009,Xu
31872334,18842669,Functional dissociations of risk and reward processing in the medial prefrontal cortex.,2009,Xue
31872334,16971537,Dissociable systems for gain- and loss-related value predictions and errors of prediction in the human brain.,2006,Yacubian
31872334,20600178,Framing effects: behavioral dynamics and neural basis.,2010,Zheng
31872334,15134646,Human striatal responses to monetary reward depend on saliency.,2004,Zink
29944961,12427681,Frontal and parietal lobe activation during transitive inference in humans.,2002,Acuna
29944961,21073958,Role of distinct parietal areas in arithmetic: an fMRI-guided TMS study.,2011,Andres
29944961,14651577,Azathioprine as a treatment for severe atopic eczema in children with a partial thiopurine methyl transferase (TPMT) deficiency.,2003,Murphy
29944961,15543553,Magnetic resonance study of the influence of tissue damage and cortical reorganization on PASAT performance at the earliest stage of multiple sclerosis.,2005,Audoin
29944961,18344174,"""Aha!"": The neural correlates of verbal insight solutions.",2009,Aziz-Zadeh
29944961,24221533,Assessment of abstract reasoning abilities in alcohol-dependent subjects: an fMRI study.,2014,Bagga
29944961,8736565,Neural systems engaged by planning: a PET study of the Tower of London task.,1996,Baker
29944961,23209583,Does an oblique/slanted perspective during virtual navigation engage both egocentric and allocentric brain strategies?,2012,Barra
29944961,15470553,[Rational motivation of drug injection and prostitution].,2003,Beauchamp
29944961,15130588,The cerebellum and decision making under uncertainty.,2004,Blackwood
29944961,23448868,Contributions of medial temporal lobe and striatal memory systems to learning and retrieving overlapping spatial memories.,2014,Brown
29944961,20183185,Utilizing virtual reality to improve the ecological validity of clinical neuropsychology: an FMRI case study elucidating the neural basis of planning by comparing the Tower of London with a three-dimensional navigation task.,2009,Campbell
29944961,15852469,The effect of social content on deductive reasoning: an fMRI study.,2005,Canessa
29944961,12589886,A functional MRI study of high-level cognition. II. The game of GO.,2003,Chen
29944961,19549622,Common and dissociable prefrontal loci associated with component mechanisms of analogical reasoning.,2010,Cho
29944961,10601743,Differential contributions of the left and right inferior parietal lobules to number processing.,1999,Chochon
29944961,20301670,,1993,Adam
29944961,19505444,Prefrontal organization of cognitive control according to levels of abstraction.,2009,Christoff
29944961,11697945,Rostrolateral prefrontal cortex involvement in relational integration during reasoning.,2001,Christoff
29944961,11034863,The functional neuroanatomy of simple calculation and number repetition: A parametric PET activation study.,2000,Cowell
29944961,16769743,Functional specializations in lateral prefrontal cortex associated with the integration and segregation of information in working memory.,2007,De Pisapia
29944961,10601743,Differential contributions of the left and right inferior parietal lobules to number processing.,1999,Chochon
29944961,14659499,Learning complex arithmetic--an fMRI study.,2003,Delazer
29944961,15808984,Learning by strategies and learning by drill--evidence from an fMRI study.,2005,Delazer
29944961,21463696,Mathematically gifted adolescents use more extensive and more bilateral areas of the fronto-parietal network than controls during executive functioning and fluid reasoning tasks.,2011,Desco
29944961,10903207,A neural basis for general intelligence.,2000,Duncan
29944961,22565203,"Common and unique neuro-functional basis of induction, visualization, and spatial relationships as cognitive components of fluid intelligence.",2012,Ebisch
29944961,11671913,"An Improved Synthesis of 7-Substituted Pyrrolo[3,2-d]pyrimidines.",1997,Elliott
29944961,18835075,Developmental shifts in fMRI activations during visuospatial relational reasoning.,2009,Eslinger
29944961,18996100,Neural correlates of acoustic reasoning.,2009,Fangmeier
29944961,16512999,FMRI evidence for a three-stage model of deductive reasoning.,2006,Fangmeier
29944961,17822681,Common brain regions underlying different arithmetic operations as revealed by conjunct fMRI-BOLD activation.,2007,Fehr
29944961,11880658,Neural mechanisms of planning: a computational analysis using event-related fMRI.,2002,Fincham
29944961,22483742,Activation of the hippocampal complex during tactile maze solving in congenitally blind subjects.,2012,Gagnon
29944961,15907312,Neural correlates of intelligence as revealed by fMRI of fluid analogies.,2005,Geake
29944961,11034858,Dissociation of mechanisms underlying syllogistic reasoning.,2000,Goel
29944961,15178381,Differential involvement of left prefrontal cortex in inductive and deductive reasoning.,2004,Goel
29944961,11516443,Functional neuroanatomy of three-term relational reasoning.,2001,Goel
29944961,11980096,Unusual massive neurinoma in the suboccipital region--case report.,2000,Muzumdar
29944961,11415813,Three dimensional moments in the lumbar spine during asymmetric lifting.,1998,Hooper
29944961,9175134,The seats of reason? An imaging study of deductive and inductive reasoning.,1997,Goel
29944961,15165354,The hippocampal system mediates logical reasoning about familiar spatial environments.,2004,Goel
29944961,19523967,A role for right ventrolateral prefrontal cortex in reasoning about indeterminate relations.,2009,Goel
